Sigla;Código;Município;Renda per capita média (Atlas DH - Censo) (2010);Percentual da população de 25 anos ou mais com ensino médio completo (Atlas DH - Censo) (2010);
SP;3513702;Descalvado;798,74;33,76;
SP;3513801;Diadema;694,55;38,69;
SP;3513850;Dirce Reis;570,51;26,68;
SP;3513900;Divinolândia;707,97;23,13;
SP;3514007;Dobrada;589,47;25,69;
SP;3514106;Dois Córregos;727,28;28,41;
SP;3514205;Dolcinópolis;620,98;26,88;
SP;3514304;Dourado;697,37;30,43;
SP;3514403;Dracena;862,86;38,51;
SP;3514502;Duartina;688,4;32,53;
SP;3514601;Dumont;705,3;29,55;
SP;3514700;Echaporã;703,55;30,9;
SP;3514809;Eldorado;411;25,08;
SP;3514908;Elias Fausto;625,66;17,47;
SP;3514924;Elisiário;666,93;24,64;
SP;3514957;Embaúba;717,97;25,03;
SP;3515004;Embu;622,77;32,11;
SP;3515103;Embu-Guaçu;676,52;36,39;
SP;3515129;Emilianópolis;584,76;30,1;
SP;3515152;Engenheiro Coelho;707,37;33,39;
SP;3515186;Espírito Santo do Pinhal;1048,6;34,92;
SP;3515194;Espírito Santo do Turvo;533,76;19,88;
SP;3515202;Estrela d'Oeste;670,65;31,74;
SP;3515301;Estrela do Norte;597,74;32,25;
SP;3515350;Euclides da Cunha Paulista;493,91;28,12;
SP;3515400;Fartura;618,77;29,37;
SP;3515509;Fernandópolis;944;39,59;
SP;3515608;Fernando Prestes;832,72;30,33;
SP;3515657;Fernão;510,09;17,33;
SP;3515707;Ferraz de Vasconcelos;587,83;34,63;
SP;3515806;Flora Rica;511,8;31,31;
SP;3515905;Floreal;663,83;32,21;
SP;3516002;Flórida Paulista;632,97;20,68;
SP;3516101;Florínia;544,03;17,76;
SP;3516200;Franca;846,57;40,61;
SP;3516309;Francisco Morato;483,98;25,62;
SP;3516408;Franco da Rocha;632,42;32,26;
SP;3516507;Gabriel Monteiro;712,72;36,7;
SP;3516606;Gália;565,41;24,54;
SP;3516705;Garça;786,83;35,6;
SP;3516804;Gastão Vidigal;736,47;24,88;
SP;3516853;Gavião Peixoto;575,08;22,74;
SP;3516903;General Salgado;771,92;32,03;
SP;3517000;Getulina;608,58;26,64;
SP;3517109;Glicério;777,37;24,14;
SP;3517208;Guaiçara;610,2;33,17;
SP;3517307;Guaimbê;532,14;27,46;
SP;3517406;Guaíra;901,23;30,05;
SP;3517505;Guapiaçu;741,42;25,25;
SP;3517604;Guapiara;412,51;17,31;
SP;3517703;Guará;664,56;27,83;
SP;3517802;Guaraçaí;619,41;29,75;
SP;3517901;Guaraci;615,78;32,36;
SP;3518008;Guarani d'Oeste;557,58;30,44;
SP;3518107;Guarantã;615,97;25,22;
SP;3518206;Guararapes;739,89;32,73;
SP;3518305;Guararema;748,79;34,77;
SP;3518404;Guaratinguetá;926,78;47,9;
SP;3518503;Guareí;594,42;16,94;
SP;3518602;Guariba;671,34;30,3;
SP;3518701;Guarujá;745;37,03;
SP;3518800;Guarulhos;829,91;41,03;
SP;3518859;Guatapará;723,83;24,83;
SP;3518909;Guzolândia;537,05;22,8;
SP;3519006;Herculândia;549,27;25,63;
SP;3519055;Holambra;1274,53;40,3;
SP;3519071;Hortolândia;686,96;34,69;
SP;3519105;Iacanga;712,15;29,6;
SP;3519204;Iacri;628,14;21,54;
SP;3519253;Iaras;497,81;16,74;
SP;3519303;Ibaté;552,79;23,66;
SP;3519402;Ibirá;803,36;28,77;
SP;3519501;Ibirarema;593,7;26,86;
SP;3519600;Ibitinga;791,99;29,41;
SP;3519709;Ibiúna;624,55;24,26;
SP;3519808;Icém;690,78;32,62;
SP;3519907;Iepê;623,96;32,6;
SP;3520004;Igaraçu do Tietê;590,77;25,98;
SP;3520103;Igarapava;1228,09;31,26;
SP;3520202;Igaratá;561,31;20,24;
SP;3520301;Iguape;588,36;29,56;
SP;3520400;Ilhabela;794,57;38,49;
SP;3520426;Ilha Comprida;608,83;30,67;
SP;3520442;Ilha Solteira;1063,04;47,6;
SP;3520509;Indaiatuba;1098,31;45,24;
SP;3520608;Indiana;681,29;31,22;
SP;3520707;Indiaporã;680,85;31,55;
SP;3520806;Inúbia Paulista;576,91;34,83;
SP;3520905;Ipaussu;677,42;28,09;
SP;3521002;Iperó;551,75;31,39;
SP;3521101;Ipeúna;785,15;28,93;
SP;3521150;Ipiguá;608,53;21,86;
SP;3521200;Iporanga;421,14;29,61;
SP;3521309;Ipuã;900,48;26,98;
SP;3521408;Iracemápolis;808,74;37,45;
SP;3521507;Irapuã;579,58;24,37;
SP;3521606;Irapuru;589,82;25,32;
SP;3521705;Itaberá;462,03;22,96;
SP;3521804;Itaí;594,77;26,7;
SP;3521903;Itajobi;739,45;23,36;
SP;3522000;Itaju;609,08;20,16;
SP;3522109;Itanhaém;690,67;37,83;
SP;3522158;Itaóca;395,32;22,06;
SP;3522208;Itapecerica da Serra;619,82;33,23;
SP;3522307;Itapetininga;741,64;39,19;
SP;3522406;Itapeva;630,48;35,27;
SP;3522505;Itapevi;575,72;32,23;
SP;3522604;Itapira;849,81;35,51;
SP;3522653;Itapirapuã Paulista;323,42;20,71;
SP;3522703;Itápolis;787,75;26,3;
SP;3522802;Itaporanga;552,76;23,25;
SP;3522901;Itapuí;687,46;25,95;
SP;3523008;Itapura;556,29;27,85;
SP;3523107;Itaquaquecetuba;502,85;29,25;
SP;3523206;Itararé;510,2;27,9;
SP;3523305;Itariri;434,58;22,23;
SP;3523404;Itatiba;1080,74;38,73;
SP;3523503;Itatinga;568,58;27,41;
SP;3523602;Itirapina;772,14;28,37;
SP;3523701;Itirapuã;526,62;22,69;
SP;3523800;Itobi;611,41;27,38;
SP;3523909;Itu;1038,14;41,77;
SP;3524006;Itupeva;848,65;36,66;
SP;3524105;Ituverava;950,39;38,19;
SP;3524204;Jaborandi;548,22;22,88;
SP;3524303;Jaboticabal;1015,51;40,11;
SP;3524402;Jacareí;846,53;45,34;
SP;3524501;Jaci;624,57;27,05;
SP;3524600;Jacupiranga;574,52;29,34;
SP;3524709;Jaguariúna;1038,61;43,4;
SP;3524808;Jales;850,11;38,05;
SP;3524907;Jambeiro;738,52;37,83;
SP;3525003;Jandira;792,33;39,45;
SP;3525102;Jardinópolis;742,74;29,02;
SP;3525201;Jarinu;718,61;28,7;
SP;3525300;Jaú;951,17;36,6;
SP;3525409;Jeriquara;549,1;27,71;
SP;3525508;Joanópolis;650,99;22,75;
SP;3525607;João Ramalho;627,59;27,88;
SP;3525706;José Bonifácio;863,34;31,81;
SP;3525805;Júlio Mesquita;482,86;27,74;
SP;3525854;Jumirim;710,27;28,38;
SP;3525904;Jundiaí;1431,55;48,1;
SP;3526001;Junqueirópolis;737,14;26,81;
SP;3526100;Juquiá;467,35;27,99;
SP;3526209;Juquitiba;550,32;29,69;
SP;3526308;Lagoinha;573,28;22,38;
SP;3526407;Laranjal Paulista;760,58;31,99;
SP;3526506;Lavínia;614,14;25,09;
SP;3526605;Lavrinhas;500,59;34,63;
SP;3526704;Leme;746,15;30,38;
SP;3526803;Lençóis Paulista;816,48;35,75;
SP;3526902;Limeira;910,85;38,66;
SP;3527009;Lindóia;714,18;32,93;
SP;3527108;Lins;919,53;45,97;
SP;3527207;Lorena;781,28;47,49;
SP;3527256;Lourdes;612;27,72;
SP;3527306;Louveira;1047,17;37,94;
SP;3527405;Lucélia;743,2;34,45;
SP;3527504;Lucianópolis;779,84;24,1;
SP;3527603;Luís Antônio;661,22;35,24;
SP;3527702;Luiziânia;557,06;19,25;
SP;3527801;Lupércio;547,3;30,3;
SP;3527900;Lutécia;516,35;27,74;
SP;3528007;Macatuba;920,95;30,3;
SP;3528106;Macaubal;704,61;26,25;
SP;3528205;Macedônia;644,23;23,12;
SP;3528304;Magda;725,51;28,59;
SP;3528403;Mairinque;710,18;37,47;
SP;3528502;Mairiporã;944,03;38,03;
SP;3528601;Manduri;750,34;30,61;
SP;3528700;Marabá Paulista;457,56;21,11;
SP;3528809;Maracaí;666,65;33,39;
SP;3528858;Marapoama;781,03;25,54;
SP;3528908;Mariápolis;565,58;25,53;
SP;3529005;Marília;953,2;47,94;
SP;3529104;Marinópolis;553,24;27,22;
SP;3529203;Martinópolis;636;28,96;
SP;3529302;Matão;940,44;33,35;
SP;3529401;Mauá;709,25;39,74;
SP;3529500;Mendonça;707,36;24,55;
SP;3529609;Meridiano;694,38;23,86;
SP;3529658;Mesópolis;530,46;25,88;
SP;3529708;Miguelópolis;670,82;28,75;
SP;3529807;Mineiros do Tietê;700,24;25,74;
SP;3529906;Miracatu;442,77;26,04;
SP;3530003;Mira Estrela;613,14;28,84;
SP;3530102;Mirandópolis;758,64;33,54;
SP;3530201;Mirante do Paranapanema;516,3;26,27;
SP;3530300;Mirassol;841,27;36,78;
SP;3530409;Mirassolândia;639,58;29,5;
SP;3530508;Mococa;881,99;36,67;
SP;3530607;Moji das Cruzes;916,81;47,1;
SP;3530706;Mogi Guaçu;802,19;36,66;
SP;3530805;Moji-Mirim;945,62;40,8;
SP;3530904;Mombuca;832,07;14,68;
SP;3531001;Monções;755,2;30,04;
SP;3531100;Mongaguá;699,73;37,32;
SP;3531209;Monte Alegre do Sul;861,61;31,51;
SP;3531308;Monte Alto;832,6;35,12;
SP;3531407;Monte Aprazível;1032,05;35,27;
SP;3531506;Monte Azul Paulista;765,11;31,05;
SP;3531605;Monte Castelo;646,15;26,31;
SP;3531704;Monteiro Lobato;593,95;30,1;
SP;3531803;Monte Mor;674,23;30,72;
SP;3531902;Morro Agudo;687,37;24,52;
SP;3532009;Morungaba;733,72;26,64;
SP;3532058;Motuca;567,17;24,78;
SP;3532108;Murutinga do Sul;636,47;32,96;
SP;3532157;Nantes;472,28;24,76;
SP;3532207;Narandiba;482,74;23,54;
SP;3532306;Natividade da Serra;496,93;16,47;
SP;3532405;Nazaré Paulista;554,18;19,74;
SP;3532504;Neves Paulista;784,55;33,2;
SP;3532603;Nhandeara;878,42;30,08;
SP;3532702;Nipoã;628,33;24,09;
SP;3532801;Nova Aliança;662,48;29,16;
SP;3532827;Nova Campina;330,03;19,77;
SP;3532843;Nova Canaã Paulista;526,58;21,19;
SP;3532868;Nova Castilho;600,13;28,92;
SP;3532900;Nova Europa;697,32;29,13;
SP;3533007;Nova Granada;737,29;31,07;
SP;3533106;Nova Guataporanga;652,36;26,88;
SP;3533205;Nova Independência;533,68;31,13;
SP;3533254;Novais;671,15;17,06;
SP;3533304;Nova Luzitânia;643,07;32,97;
SP;3533403;Nova Odessa;878,14;39,99;
SP;3533502;Novo Horizonte;806,75;29,66;
SP;3533601;Nuporanga;751,92;30,23;
SP;3533700;Ocauçu;547,66;25,14;
SP;3533809;Óleo;676,94;27,63;
SP;3533908;Olímpia;783,14;37,62;
SP;3534005;Onda Verde;597,67;31,67;
SP;3534104;Oriente;694,16;40,55;
SP;3534203;Orindiúva;699,63;38,22;
SP;3534302;Orlândia;934,54;37,05;
SP;3534401;Osasco;1003,4;42,17;
SP;3534500;Oscar Bressane;675,35;29,66;
SP;3534609;Osvaldo Cruz;797,55;37,26;
SP;3534708;Ourinhos;868,91;39,72;
SP;3534757;Ouroeste;694,33;33,11;
SP;3534807;Ouro Verde;504,63;19,33;
SP;3534906;Pacaembu;694,16;25,43;
SP;3535002;Palestina;692,43;25,16;
SP;3535101;Palmares Paulista;615,01;24,55;
SP;3535200;Palmeira d'Oeste;707,38;27,99;
SP;3535309;Palmital;739,37;32,7;
SP;3535408;Panorama;722,51;28,35;
SP;3535507;Paraguaçu Paulista;694,42;35,89;
SP;3535606;Paraibuna;657,59;27,25;
SP;3535705;Paraíso;855,28;29,81;
SP;3535804;Paranapanema;613,31;27,2;
SP;3535903;Paranapuã;670,18;24,2;
SP;3536000;Parapuã;597,44;28,24;
SP;3536109;Pardinho;696,71;28,92;
SP;3536208;Pariquera-Açu;557,69;31,93;
SP;3536257;Parisi;705,62;12,96;
SP;3536307;Patrocínio Paulista;607,51;28,95;
SP;3536406;Paulicéia;592,42;26,75;
SP;3536505;Paulínia;1160,79;49,96;
SP;3536570;Paulistânia;560,94;22,25;
SP;3536604;Paulo de Faria;708,63;23,27;
SP;3536703;Pederneiras;788,42;30,16;
SP;3536802;Pedra Bela;521,38;18,52;
SP;3536901;Pedranópolis;615,77;25,25;
SP;3537008;Pedregulho;690,08;26,42;
SP;3537107;Pedreira;853,76;31;
SP;3537156;Pedrinhas Paulista;847,63;35,43;
SP;3537206;Pedro de Toledo;467,93;26,27;
SP;3537305;Penápolis;840,16;37,83;
SP;3537404;Pereira Barreto;743,94;36,66;
SP;3537503;Pereiras;692,35;25,2;
SP;3537602;Peruíbe;753,85;35,15;
SP;3537701;Piacatu;553,99;28,76;
SP;3537800;Piedade;601,32;24,75;
SP;3537909;Pilar do Sul;531,06;21,98;
SP;3538006;Pindamonhangaba;826,02;47,77;
SP;3538105;Pindorama;732,68;25,69;
SP;3538204;Pinhalzinho;652,43;27,57;
SP;3538303;Piquerobi;514,47;25,5;
SP;3538501;Piquete;665,74;41,42;
SP;3538600;Piracaia;893,05;30,03;
SP;3538709;Piracicaba;1143,2;42,59;
SP;3538808;Piraju;801,23;35,91;
SP;3538907;Pirajuí;770,38;33,76;
SP;3539004;Pirangi;774,99;29,12;
SP;3539103;Pirapora do Bom Jesus;546,69;32,55;
SP;3539202;Pirapozinho;798;35,48;
SP;3539301;Pirassununga;1086,22;46,37;
SP;3539400;Piratininga;917,62;40,49;
SP;3539509;Pitangueiras;620,66;25,11;
SP;3539608;Planalto;560,64;22,09;
SP;3539707;Platina;591,1;27,63;
SP;3539806;Poá;664,31;48,17;
SP;3539905;Poloni;778,41;33,94;
SP;3540002;Pompéia;850,38;40,61;
SP;3540101;Pongaí;736,33;29,38;
SP;3540200;Pontal;699,28;21,81;
SP;3540259;Pontalinda;541,56;18,29;
SP;3540309;Pontes Gestal;642,68;27,82;
SP;3540408;Populina;621,48;21,91;
SP;3540507;Porangaba;606,65;23,77;
SP;3540606;Porto Feliz;785,76;34;
SP;3540705;Porto Ferreira;779;37,32;
SP;3540754;Potim;460,22;27,22;
SP;3540804;Potirendaba;785,96;28,14;
SP;3540853;Pracinha;480,62;19,02;
SP;3540903;Pradópolis;788,76;30,91;
SP;3541000;Praia Grande;820,97;39,51;
SP;3541059;Pratânia;553,4;20,8;
SP;3541109;Presidente Alves;665,72;31,02;
SP;3541208;Presidente Bernardes;695,29;38,12;
SP;3541307;Presidente Epitácio;680,56;35,75;
SP;3541406;Presidente Prudente;1080,22;47,23;
SP;3541505;Presidente Venceslau;846,18;37,9;
SP;3541604;Promissão;726;30,91;
SP;3541653;Quadra;625,35;18,71;
SP;3541703;Quatá;648,64;36,02;
SP;3541802;Queiroz;491,84;22,77;
SP;3541901;Queluz;500,25;35,01;
SP;3542008;Quintana;581,09;28,28;
SP;3542107;Rafard;717,07;29,37;
SP;3542206;Rancharia;707,37;31,08;
SP;3542305;Redenção da Serra;411,77;19,45;
SP;3542404;Regente Feijó;774,14;37,11;
SP;3542503;Reginópolis;685,32;33,32;
SP;3542602;Registro;699,41;36,8;
SP;3542701;Restinga;499,24;24,13;
SP;3542800;Ribeira;416,85;27,06;
SP;3542909;Ribeirão Bonito;673,96;28,35;
SP;3543006;Ribeirão Branco;318,44;15,41;
SP;3543105;Ribeirão Corrente;579,04;23,29;
SP;3543204;Ribeirão do Sul;866,43;30,81;
SP;3543238;Ribeirão dos Índios;489,94;26,31;
SP;3543253;Ribeirão Grande;436,21;26,04;
SP;3543303;Ribeirão Pires;847,11;46,42;
SP;3543402;Ribeirão Preto;1314,04;48,97;
SP;3543501;Riversul;412,42;19,09;
SP;3543600;Rifaina;677,62;34,39;
SP;3543709;Rincão;626,27;26,03;
SP;3543808;Rinópolis;606,9;24,42;
SP;3543907;Rio Claro;1049,16;46,5;
SP;3544004;Rio das Pedras;804;37,89;
SP;3544103;Rio Grande da Serra;563,57;39,25;
SP;3544202;Riolândia;539,22;21,7;
SP;3544251;Rosana;843,59;37,69;
SP;3544301;Roseira;588,39;38,86;
SP;3544400;Rubiácea;565,62;20,81;
SP;3544509;Rubinéia;676,48;33,51;
SP;3544608;Sabino;655,4;28,5;
SP;3544707;Sagres;592,88;26,61;
SP;3544806;Sales;654,79;27,69;
SP;3544905;Sales Oliveira;789,73;35,01;
SP;3545001;Salesópolis;576,55;32,95;
SP;3545100;Salmourão;544,52;23,69;
SP;3545159;Saltinho;967,88;36,51;
SP;3545209;Salto;876,67;40,94;
SP;3545308;Salto de Pirapora;618,93;29,56;
SP;3545407;Salto Grande;499,65;26,83;
SP;3545506;Sandovalina;502,4;31,76;
SP;3545605;Santa Adélia;853,14;30,06;
SP;3545704;Santa Albertina;686,89;23,68;
SP;3545803;Santa Bárbara d'Oeste;863,02;35,47;
SP;3546009;Santa Branca;645,59;31,24;
SP;3546108;Santa Clara d'Oeste;672,98;26,57;
SP;3546207;Santa Cruz da Conceição;1400,46;35,07;
SP;3546256;Santa Cruz da Esperança;700,57;25,28;
SP;3546306;Santa Cruz das Palmeiras;829,66;28,2;
SP;3546405;Santa Cruz do Rio Pardo;818,3;35,32;
SP;3546504;Santa Ernestina;688,24;28,67;
SP;3546603;Santa Fé do Sul;924,06;37,27;
SP;3546702;Santa Gertrudes;718,03;26,64;
SP;3546801;Santa Isabel;623,11;31,05;
SP;3546900;Santa Lúcia;609,37;28,29;
SP;3547007;Santa Maria da Serra;578,55;22,29;
SP;3547106;Santa Mercedes;561,64;30,49;
SP;3547205;Santana da Ponte Pensa;856,78;29,24;
SP;3547304;Santana de Parnaíba;1858,69;48,15;
SP;3547403;Santa Rita d'Oeste;666,14;28,52;
SP;3547502;Santa Rita do Passa Quatro;930,59;39,73;
SP;3547601;Santa Rosa de Viterbo;829,2;36,76;
SP;3547650;Santa Salete;673,2;32,48;
SP;3547700;Santo Anastácio;726,34;34,14;
SP;3547809;Santo André;1304,31;51,75;
SP;3547908;Santo Antônio da Alegria;585,63;23,74;
SP;3548005;Santo Antônio de Posse;695,67;22,1;
SP;3548054;Santo Antônio do Aracanguá;662,71;28,16;
SP;3548104;Santo Antônio do Jardim;635,11;20,19;
SP;3548203;Santo Antônio do Pinhal;569,08;24,34;
SP;3548302;Santo Expedito;497,6;28,71;
SP;3548401;Santópolis do Aguapeí;551,5;31,91;
SP;3548500;Santos;1693,65;59,58;
SP;3548609;São Bento do Sapucaí;701,89;27,46;
SP;3548708;São Bernardo do Campo;1212,65;50,28;
SP;3548807;São Caetano do Sul;2043,74;60,61;
SP;3548906;São Carlos;1079,45;50,4;
SP;3549003;São Francisco;643,37;21,32;
SP;3549102;São João da Boa Vista;998,31;41,98;
SP;3549201;São João das Duas Pontes;532,23;27,55;
SP;3549250;São João de Iracema;559,18;29,27;
SP;3549300;São João do Pau d'Alho;680,13;29,27;
SP;3549409;São Joaquim da Barra;799,93;38,2;
SP;3549508;São José da Bela Vista;548,31;21,21;
SP;3549607;São José do Barreiro;506,16;23,38;
SP;3549706;São José do Rio Pardo;818,61;35,01;
SP;3549805;São José do Rio Preto;1169,16;45,13;
SP;3549904;São José dos Campos;1190,96;50,75;
SP;3549953;São Lourenço da Serra;640,64;31,04;
SP;3550001;São Luís do Paraitinga;590,68;23,77;
SP;3550100;São Manuel;773,82;33,03;
SP;3550209;São Miguel Arcanjo;657,07;22,75;
SP;3550308;São Paulo;1516,21;47,88;
SP;3550407;São Pedro;803,02;33,97;
SP;3550506;São Pedro do Turvo;488,08;23,56;
SP;3550605;São Roque;932,62;37,86;
SP;3550704;São Sebastião;837,48;37,95;
SP;3550803;São Sebastião da Grama;581,04;25,68;
SP;3550902;São Simão;761,14;41,36;
SP;3551009;São Vicente;789,32;43,21;
SP;3551108;Sarapuí;619,86;21,61;
SP;3551207;Sarutaiá;548,61;19,2;
SP;3551306;Sebastianópolis do Sul;840,63;29,59;
SP;3551405;Serra Azul;613,57;22,67;
SP;3551504;Serrana;677,75;29,71;
SP;3551603;Serra Negra;927,39;32,45;
SP;3551702;Sertãozinho;953,23;32,57;
SP;3551801;Sete Barras;459,28;22,25;
SP;3551900;Severínia;657,45;23,1;
SP;3552007;Silveiras;475,69;24,02;
SP;3552106;Socorro;785,71;25,87;
SP;3552205;Sorocaba;1107,19;47,96;
SP;3552304;Sud Mennucci;813,95;34,42;
SP;3552403;Sumaré;820,03;37,49;
SP;3552502;Suzano;654,61;40,94;
SP;3552551;Suzanápolis;500,45;19,99;
SP;3552601;Tabapuã;731,31;25,98;
SP;3552700;Tabatinga;625,39;20,51;
SP;3552809;Taboão da Serra;812,19;41,81;
SP;3552908;Taciba;559,1;27,48;
SP;3553005;Taguaí;587,51;23,8;
SP;3553104;Taiaçu;626,12;20,7;
SP;3553203;Taiúva;761,47;29,61;
SP;3553302;Tambaú;747,11;29,53;
SP;3553401;Tanabi;775,79;29,76;
SP;3553500;Tapiraí;449,75;17,57;
SP;3553609;Tapiratiba;637,12;28,2;
SP;3553658;Taquaral;811,38;21,54;
SP;3553708;Taquaritinga;739,25;34,27;
SP;3553807;Taquarituba;624,86;25,1;
SP;3553856;Taquarivaí;373,06;20,37;
SP;3553906;Tarabai;505,51;28,19;
SP;3553955;Tarumã;787,79;28,77;
SP;3554003;Tatuí;771,05;35,17;
SP;3554102;Taubaté;1011,95;50,06;
SP;3554201;Tejupá;510,13;15,76;
SP;3554300;Teodoro Sampaio;619,79;31,28;
SP;3554409;Terra Roxa;759,32;28,29;
SP;3554508;Tietê;927,25;35,5;
SP;3554607;Timburi;580,24;20,8;
SP;3554656;Torre de Pedra;548,39;27,55;
SP;3554706;Torrinha;770,15;26,07;
SP;3554755;Trabiju;505,36;25,57;
SP;3554805;Tremembé;959,88;43,03;
SP;3554904;Três Fronteiras;663,71;28,52;
SP;3554953;Tuiuti;630,49;25,64;
SP;3555000;Tupã;926,96;39,23;
SP;3555109;Tupi Paulista;914,36;34,37;
SP;3555208;Turiúba;676,92;30,55;
SP;3555307;Turmalina;725,06;24,04;
SP;3555356;Ubarana;522,27;21,11;
SP;3555406;Ubatuba;803,5;36,08;
SP;3555505;Ubirajara;580,57;24,77;
SP;3555604;Uchoa;655,13;26,84;
SP;3555703;União Paulista;610,77;24,89;
SP;3555802;Urânia;739,08;30,13;
SP;3555901;Uru;544,1;29,57;
SP;3556008;Urupês;805,66;27,98;
SP;3556107;Valentim Gentil;654,97;27,88;
SP;3556206;Valinhos;1570,91;48,86;
SP;3556305;Valparaíso;701,02;30,55;
SP;3556354;Vargem;587,59;21,21;
SP;3556404;Vargem Grande do Sul;711,6;25,34;
SP;3556453;Vargem Grande Paulista;876,61;36,47;
SP;3556503;Várzea Paulista;706,02;30,05;
SP;3556602;Vera Cruz;713,66;34,04;
SP;3556701;Vinhedo;1493,32;48,87;
SP;3556800;Viradouro;692,01;28,02;
SP;3556909;Vista Alegre do Alto;732,14;28,34;
SP;3556958;Vitória Brasil;572,68;26,24;
SP;3557006;Votorantim;703,99;41,86;
SP;3557105;Votuporanga;977,39;40,95;
SP;3557154;Zacarias;605,79;31,42;
SP;3557204;Chavantes;677,3;28,13;
SP;3557303;Estiva Gerbi;686,89;35,33;
SP;3599919;Santo Amaro;;;
TO;1700251;Abreulândia;624,03;23,69;
TO;1700301;Aguiarnópolis;374,27;25,13;
TO;1700350;Aliança do Tocantins;357,08;30,05;
TO;1700400;Almas;369,39;24,08;
TO;1700707;Alvorada;539,26;31,18;
TO;1701002;Ananás;380,36;28,08;
TO;1701051;Angico;288,86;23,79;
TO;1701101;Aparecida do Rio Negro;320,54;26,66;
TO;1701309;Aragominas;357,45;17,26;
TO;1701903;Araguacema;308,94;25,45;
TO;1702000;Araguaçu;435,22;24,68;
TO;1702109;Araguaína;737,63;42,84;
TO;1702158;Araguanã;372,96;19,65;
TO;1702208;Araguatins;342,07;23,88;
TO;1702307;Arapoema;442,33;24,99;
TO;1702406;Arraias;418,64;25,02;
TO;1702554;Augustinópolis;364,32;27,09;
TO;1702703;Aurora do Tocantins;535,8;23,84;
TO;1702901;Axixá do Tocantins;324,56;23,26;
TO;1703008;Babaçulândia;313,37;23,05;
TO;1703057;Bandeirantes do Tocantins;278;21,86;
TO;1703073;Barra do Ouro;256,28;19,76;
TO;1703107;Barrolândia;335,26;20,12;
TO;1703206;Bernardo Sayão;347,03;23,77;
TO;1703305;Bom Jesus do Tocantins;381,43;22,11;
TO;1703602;Brasilândia do Tocantins;428,48;26,61;
TO;1703701;Brejinho de Nazaré;414,87;28,57;
TO;1703800;Buriti do Tocantins;287,05;28,18;
TO;1703826;Cachoeirinha;241,7;26,61;
TO;1703842;Campos Lindos;292,64;18,18;
TO;1703867;Cariri do Tocantins;425,49;22,82;
TO;1703883;Carmolândia;382,31;25,38;
TO;1703891;Carrasco Bonito;234,45;19,46;
TO;1703909;Caseara;447,52;23,2;
TO;1704105;Centenário;280,17;19,22;
TO;1704600;Chapada de Areia;376,48;16,81;
TO;1705102;Chapada da Natividade;315,34;16,48;
TO;1705508;Colinas do Tocantins;587,11;30,29;
TO;1705557;Combinado;455,39;25,76;
TO;1705607;Conceição do Tocantins;310,96;19,42;
TO;1706001;Couto de Magalhães;284,33;21,07;
TO;1706100;Cristalândia;495,57;29,54;
TO;1706258;Crixás do Tocantins;341,27;20,33;
TO;1706506;Darcinópolis;327,64;13,35;
TO;1707009;Dianópolis;528,6;34,44;
TO;1707108;Divinópolis do Tocantins;507,04;24,4;
TO;1707207;Dois Irmãos do Tocantins;245,98;15,18;
TO;1707306;Dueré;467,9;24,87;
TO;1707405;Esperantina;174,51;19,41;
TO;1707553;Fátima;464,94;31,6;
TO;1707652;Figueirópolis;498,31;28,56;
TO;1707702;Filadélfia;291,57;23,23;
TO;1708205;Formoso do Araguaia;429,17;27,81;
TO;1708254;Fortaleza do Tabocão;370;25,38;
TO;1708304;Goianorte;329,64;19,26;
TO;1709005;Goiatins;232,19;18,93;
TO;1709302;Guaraí;722,83;35,07;
TO;1709500;Gurupi;778,9;44,78;
TO;1709807;Ipueiras;288,55;17;
TO;1710508;Itacajá;304,55;24,33;
TO;1710706;Itaguatins;281,62;20,32;
TO;1710904;Itapiratins;357,54;14,89;
TO;1711100;Itaporã do Tocantins;363,13;24,89;
TO;1711506;Jaú do Tocantins;523,53;18,61;
TO;1711803;Juarina;265,5;21,89;
TO;1711902;Lagoa da Confusão;404,61;24,65;
TO;1711951;Lagoa do Tocantins;235,28;19,43;
TO;1712009;Lajeado;527,21;30,25;
TO;1712157;Lavandeira;330,96;26,83;
TO;1712405;Lizarda;302,83;20,85;
TO;1712454;Luzinópolis;319,83;25,85;
TO;1712504;Marianópolis do Tocantins;403,96;20,83;
TO;1712702;Mateiros;307,46;19,67;
TO;1712801;Maurilândia do Tocantins;233,68;19,61;
TO;1713205;Miracema do Tocantins;533,46;35,05;
TO;1713304;Miranorte;410,45;26,93;
TO;1713601;Monte do Carmo;351,96;17,85;
TO;1713700;Monte Santo do Tocantins;280,98;19,83;
TO;1713809;Palmeiras do Tocantins;307,43;21,74;
TO;1713957;Muricilândia;234,22;19,33;
TO;1714203;Natividade;446,32;28,05;
TO;1714302;Nazaré;302,39;26,14;
TO;1714880;Nova Olinda;365,84;18,36;
TO;1715002;Nova Rosalândia;299,38;29,11;
TO;1715101;Novo Acordo;374,83;25,24;
TO;1715150;Novo Alegre;433,31;36,28;
TO;1715259;Novo Jardim;259,32;15,62;
TO;1715507;Oliveira de Fátima;396,97;31,05;
TO;1715705;Palmeirante;267,76;16,65;
TO;1715754;Palmeirópolis;463,45;24,3;
TO;1716109;Paraíso do Tocantins;899,57;41,05;
TO;1716208;Paranã;311,37;17,9;
TO;1716307;Pau D'Arco;380,41;19,47;
TO;1716505;Pedro Afonso;618,56;41,96;
TO;1716604;Peixe;547,9;20,21;
